"","trip_id","bikeid","checkout_time","station_id","name","subscriber_type","month","year","latitude","longitude"
"2366",9900089309,254,02:12:00,2562,"San Jacinto & 8th Street","Walk Up",3,2015,30.26912,-97.73986
"2367",9074861,434,16:07:47,2502,"Barton Springs & Riverside","Weekender",3,2016,30.2587,-97.74872
"2368",14678419,680,15:12:32,2503,"South Congress & James","Walk Up",5,2017,30.25103,-97.74926
"2369",9900260267,79,18:12:38,2547,"Guadalupe & 21st","Local365",9,2015,30.28395,-97.74198
"2370",9900191371,29,10:12:00,NA,"East 11th Street at Victory Grill","24-Hour Kiosk (Austin B-cycle)",7,2014,NA,NA
"2371",13855127,422,09:12:24,2569,"East 11th St. & San Marcos","Walk Up",2,2017,30.26968,-97.73074
"2372",9900021593,219,11:12:25,2539,"Convention Center / 3rd & Trinity","Walk Up",1,2016,30.26426,-97.74023
"2373",9900064872,513,13:12:00,2539,"Convention Center / 3rd & Trinity","Local365",3,2015,30.26426,-97.74023
"2374",9900160427,425,21:12:00,2711,"Barton Springs @ Kinney Ave","24-Hour Kiosk (Austin B-cycle)",6,2014,30.262,-97.76118
"2375",11908434,235,18:01:05,3390,"Brazos & 6th","Local365",9,2016,30.26754,-97.74154
"2376",9900162500,347,09:12:00,2498,"Convention Center / 4th St. @ MetroRail","Annual Membership (Austin B-cycle)",6,2014,30.26483,-97.739
"2377",15478845,93,22:10:49,2567,"Palmer Auditorium","Walk Up",NA,NA,30.25971,-97.75346
"2378",13790992,593,11:31:17,2548,"UT West Mall @ Guadalupe","Walk Up",2,2017,30.28576,-97.74181
"2379",9900170762,478,15:12:00,2572,"Barton Springs Pool","Walk Up",6,2015,30.26452,-97.7712
"2380",9900042614,161,16:12:00,2498,"Convention Center / 4th St. @ MetroRail","24-Hour Kiosk (Austin B-cycle)",3,2014,30.26483,-97.739
"2381",9900286544,19,15:12:00,2572,"Barton Springs Pool","24-Hour Kiosk (Austin B-cycle)",10,2014,30.26452,-97.7712
"2382",9900321342,919,13:12:00,2822,"East 6th at Robert Martinez","24-Hour Kiosk (Austin B-cycle)",11,2014,30.26032,-97.71899
"2383",9900268495,468,14:12:00,2497,"Capitol Station / Congress & 11th","24-Hour Kiosk (Austin B-cycle)",10,2014,30.2726,-97.74127
"2384",9900033217,175,06:12:00,2569,"East 11th St. & San Marcos","Walk Up",2,2015,30.26968,-97.73074
"2385",9900212123,410,17:12:00,2571,"Red River & 8th Street","Local30",7,2015,30.26854,-97.73646
"2386",8991035,46,15:17:03,2550,"Republic Square @ Guadalupe & 4th St.","Walk Up",3,2016,30.26774,-97.74692
"2387",9900137992,15,21:12:00,2563,"Davis at Rainey Street","Annual Membership (Austin B-cycle)",5,2014,30.26019,-97.73845
"2388",9900343476,182,19:12:17,2496,"8th & Congress","Local30",12,2015,30.2698,-97.74186
"2389",15300477,435,07:48:27,2707,"Rainey St @ Cummings","Weekender",NA,NA,30.25579,-97.73982
"2390",13855610,712,10:17:06,2575,"Riverside @ S. Lamar","Walk Up",2,2017,30.26446,-97.75665
"2391",9900282508,110,20:12:00,2562,"San Jacinto & 8th Street","24-Hour Kiosk (Austin B-cycle)",10,2014,30.26912,-97.73986
"2392",9900000853,367,19:12:00,2503,"South Congress & James","Founding Member (Austin B-cycle)",1,2014,30.25103,-97.74926
"2393",9900048645,158,17:12:00,2564,"5th & San Marcos","7-Day Membership (Austin B-cycle)",3,2014,30.26416,-97.73289
"2394",9900229731,241,14:12:00,2495,"4th & Congress","Local365",8,2015,30.26634,-97.74378
"2395",9900216519,332,16:12:00,2499,"City Hall / Lavaca & 2nd","24-Hour Kiosk (Austin B-cycle)",8,2014,30.26476,-97.74678
"2396",9900254310,963,09:12:10,2548,"UT West Mall @ Guadalupe","Walk Up",9,2015,30.28576,-97.74181
"2397",9900129387,947,13:12:00,2502,"Barton Springs & Riverside","24-Hour Kiosk (Austin B-cycle)",5,2014,30.2587,-97.74872
"2398",9900315487,683,11:12:00,2571,"Red River & 8th Street","24-Hour Kiosk (Austin B-cycle)",11,2014,30.26854,-97.73646
"2399",9900182500,141,13:12:00,2575,"Riverside @ S. Lamar","Walk Up",6,2015,30.26446,-97.75665
"2400",12193075,447,10:55:53,2498,"Convention Center / 4th St. @ MetroRail","Walk Up",10,2016,30.26483,-97.739
"2401",8539181,446,20:21:23,2576,"Rainey @ River St","Local365",1,2016,30.25802,-97.7391
"2402",9900255155,321,11:12:14,2565,"Trinity & 6th Street","Walk Up",9,2015,30.26735,-97.73933
"2403",9900132015,549,16:12:00,NA,"ACC - West & 12th","24-Hour Kiosk (Austin B-cycle)",5,2014,NA,NA
"2404",12336444,3,09:48:00,2501,"5th & Bowie","Walk Up",10,2016,30.2696,-97.75332
"2405",15061655,575,08:24:00,2569,"East 11th St. & San Marcos","Local365",NA,NA,30.26968,-97.73074
"2406",9271884,975,13:36:56,2495,"4th & Congress","Local365",3,2016,30.26634,-97.74378
"2407",9900032105,382,13:12:00,2502,"Barton Springs & Riverside","Walk Up",2,2015,30.2587,-97.74872
"2408",14497590,26,16:59:55,2567,"Palmer Auditorium","Local30",4,2017,30.25971,-97.75346
"2409",9900013348,895,14:12:27,2549,"Long Center @ South 1st & Riverside","Walk Up",1,2016,30.25941,-97.74971
"2410",13327191,228,14:17:35,2501,"5th & Bowie","Walk Up",1,2017,30.2696,-97.75332
"2411",9900341950,298,10:12:00,2497,"Capitol Station / Congress & 11th","Walk Up",12,2014,30.2726,-97.74127
"2412",11975941,451,10:28:54,3377,"MoPac Pedestrian Bridge @ Veterans Drive","Walk Up",9,2016,30.27466,-97.77028
"2413",9900132223,445,19:12:00,2565,"Trinity & 6th Street","24-Hour Kiosk (Austin B-cycle)",5,2014,30.26735,-97.73933
"2414",9900002257,829,18:12:00,2495,"4th & Congress","24-Hour Kiosk (Austin B-cycle)",1,2014,30.26634,-97.74378
"2415",13952560,197,16:44:35,2495,"4th & Congress","Walk Up",3,2017,30.26634,-97.74378
"2416",9900189035,106,17:12:00,2538,"Bullock Museum @ Congress & MLK","24-Hour Kiosk (Austin B-cycle)",7,2014,30.28039,-97.73809
"2417",13635909,133,00:43:43,2498,"Convention Center / 4th St. @ MetroRail","Local365",2,2017,30.26483,-97.739
"2418",12810461,925,11:58:05,2494,"2nd & Congress","Walk Up",11,2016,30.26408,-97.74355
"2419",9900290122,843,15:12:17,2575,"Riverside @ S. Lamar","Walk Up",10,2015,30.26446,-97.75665
"2420",9900100246,60,13:12:00,2504,"South Congress & Elizabeth","24-Hour Kiosk (Austin B-cycle)",4,2014,30.24891,-97.75019
"2421",9900339919,127,21:12:00,2822,"East 6th at Robert Martinez","Local365",12,2014,30.26032,-97.71899
"2422",9900118701,513,16:12:00,2572,"Barton Springs Pool","Local365",4,2015,30.26452,-97.7712
"2423",9900281514,647,16:12:00,2563,"Davis at Rainey Street","24-Hour Kiosk (Austin B-cycle)",10,2014,30.26019,-97.73845
"2424",10309437,839,17:09:10,2575,"Riverside @ S. Lamar","Local30",6,2016,30.26446,-97.75665
"2425",9900205368,164,09:12:00,2536,"Waller & 6th St.","Local365",7,2015,30.26461,-97.73049
"2426",9900105885,35,18:12:00,2502,"Barton Springs & Riverside","24-Hour Kiosk (Austin B-cycle)",4,2014,30.2587,-97.74872
"2427",9900192807,772,11:12:00,2496,"8th & Congress","24-Hour Kiosk (Austin B-cycle)",7,2014,30.2698,-97.74186
"2428",9849139,849,17:42:39,2499,"City Hall / Lavaca & 2nd","Local365",5,2016,30.26476,-97.74678
"2429",13508500,114,09:58:15,2565,"Trinity & 6th Street","Walk Up",1,2017,30.26735,-97.73933
"2430",9900093509,975,10:12:00,2569,"East 11th St. & San Marcos","Founding Member (Austin B-cycle)",4,2014,30.26968,-97.73074
"2431",12314333,775,14:43:33,3291,"11th & San Jacinto","Walk Up",10,2016,30.27193,-97.73854
"2432",9900142531,241,17:12:00,2496,"8th & Congress","Local365",5,2015,30.2698,-97.74186
"2433",9900066250,275,17:12:00,2539,"Convention Center / 3rd & Trinity","Walk Up",3,2015,30.26426,-97.74023
"2434",8748801,852,11:46:18,2565,"Trinity & 6th Street","Walk Up",2,2016,30.26735,-97.73933
"2435",9900301034,263,11:12:43,2568,"East 11th St. at Victory Grill","Walk Up",10,2015,30.26896,-97.72843
"2436",9900274665,78,12:12:00,2549,"Long Center @ South 1st & Riverside","24-Hour Kiosk (Austin B-cycle)",10,2014,30.25941,-97.74971
"2437",9900123466,862,12:12:00,2565,"Trinity & 6th Street","Walk Up",4,2015,30.26735,-97.73933
"2438",9258178,209,15:19:09,2575,"Riverside @ S. Lamar","Walk Up",3,2016,30.26446,-97.75665
"2439",9140078,134,20:12:17,2495,"4th & Congress","Local30",3,2016,30.26634,-97.74378
"2440",9900003359,646,20:12:00,2502,"Barton Springs & Riverside","24-Hour Kiosk (Austin B-cycle)",1,2014,30.2587,-97.74872
"2441",9900295767,685,11:12:04,2497,"Capitol Station / Congress & 11th","Walk Up",10,2015,30.2726,-97.74127
"2442",8855076,877,08:39:17,2569,"East 11th St. & San Marcos","Local365 ($80 plus tax)",2,2016,30.26968,-97.73074
"2443",10786583,188,19:06:40,2540,"17th & Guadalupe","Walk Up",7,2016,30.27974,-97.74254
"2444",13327015,774,14:01:14,2494,"2nd & Congress","Walk Up",1,2017,30.26408,-97.74355
"2445",9900135769,260,00:12:00,2552,"3rd & West","24-Hour Kiosk (Austin B-cycle)",5,2014,30.2678,-97.75189
"2446",13404817,539,11:29:39,3464,"Pease Park","Local30",1,2017,30.28118,-97.75219
"2447",12060710,93,16:34:49,2503,"South Congress & James","Walk Up",9,2016,30.25103,-97.74926
"2448",14754642,650,16:30:12,2538,"Bullock Museum @ Congress & MLK","Walk Up",5,2017,30.28039,-97.73809
"2449",9900235964,191,12:12:00,2498,"Convention Center / 4th St. @ MetroRail","Walk Up",8,2015,30.26483,-97.739
"2450",9900127860,198,12:12:00,2564,"5th & San Marcos","24-Hour Kiosk (Austin B-cycle)",5,2014,30.26416,-97.73289
"2451",9900032791,106,17:12:00,2537,"West & 6th St.","Walk Up",2,2015,30.27041,-97.75046
"2452",9900053823,275,17:12:00,2549,"Long Center @ South 1st & Riverside","24-Hour Kiosk (Austin B-cycle)",3,2014,30.25941,-97.74971
"2453",9900301462,220,17:12:53,2552,"3rd & West","Local30",10,2015,30.2678,-97.75189
"2454",9900342340,84,23:12:00,2563,"Davis at Rainey Street","Walk Up",12,2014,30.26019,-97.73845
"2455",14835115,765,12:30:00,2707,"Rainey St @ Cummings","Walk Up",5,2017,30.25579,-97.73982
"2456",10302338,79,09:15:56,3292,"East 4th & Chicon","Walk Up",6,2016,30.25987,-97.72373
"2457",8915698,101,16:00:58,2495,"4th & Congress","Walk Up",2,2016,30.26634,-97.74378
"2458",9900069360,409,14:12:00,2567,"Palmer Auditorium","Walk Up",3,2015,30.25971,-97.75346
"2459",15180474,559,11:06:07,3619,"6th & Congress","Local365",NA,NA,30.26822,-97.74285
"2460",13024375,409,10:42:42,2574,"Zilker Park","Walk Up",11,2016,30.2659,-97.76822
"2461",10431930,822,11:41:19,2495,"4th & Congress","Walk Up",6,2016,30.26634,-97.74378
"2462",9900206209,412,00:12:00,2565,"Trinity & 6th Street","Local365",7,2015,30.26735,-97.73933
"2463",13837071,545,09:53:55,2561,"State Capitol Visitors Garage @ San Jacinto & 12th","Walk Up",2,2017,30.27336,-97.73805
"2464",9961201,561,12:34:49,2707,"Rainey St @ Cummings","Walk Up",5,2016,30.25579,-97.73982
"2465",9900154990,113,18:12:00,NA,"Zilker Park at Barton Springs & William Barton Drive","Walk Up",5,2015,NA,NA
"2466",11288298,262,18:28:10,2566,"Pfluger Bridge @ W 2nd Street","Local365",8,2016,30.26717,-97.75484
"2467",14716847,712,14:47:23,2574,"Zilker Park","Walk Up",5,2017,30.2659,-97.76822
"2468",9900283292,853,18:12:00,2707,"Rainey St @ Cummings","Annual Membership (Austin B-cycle)",10,2014,30.25579,-97.73982
"2469",9900340289,920,17:12:00,2550,"Republic Square @ Guadalupe & 4th St.","Walk Up",12,2014,30.26774,-97.74692
"2470",9900102599,464,19:12:00,2537,"West & 6th St.","24-Hour Kiosk (Austin B-cycle)",4,2014,30.27041,-97.75046
"2471",15216622,878,14:12:59,3377,"MoPac Pedestrian Bridge @ Veterans Drive","Walk Up",NA,NA,30.27466,-97.77028
"2472",9900323456,442,15:12:46,2499,"City Hall / Lavaca & 2nd","Walk Up",11,2015,30.26476,-97.74678
"2473",9900216457,283,13:12:00,2552,"3rd & West","24-Hour Kiosk (Austin B-cycle)",8,2014,30.2678,-97.75189
"2474",9900191291,185,22:12:00,NA,"Convention Center/ 3rd & Trinity","24-Hour Kiosk (Austin B-cycle)",7,2014,NA,NA
"2475",15029526,116,12:07:32,3377,"MoPac Pedestrian Bridge @ Veterans Drive","Walk Up",NA,NA,30.27466,-97.77028
"2476",9900130981,957,19:12:00,2567,"Palmer Auditorium","24-Hour Kiosk (Austin B-cycle)",5,2014,30.25971,-97.75346
"2477",10778769,683,13:45:41,2563,"Davis at Rainey Street","Walk Up",7,2016,30.26019,-97.73845
"2478",12630620,141,13:44:32,2495,"4th & Congress","Weekender",10,2016,30.26634,-97.74378
"2479",9900265643,134,17:12:35,2499,"City Hall / Lavaca & 2nd","Local365",9,2015,30.26476,-97.74678
"2480",8476983,385,07:56:17,2499,"City Hall / Lavaca & 2nd","Local365",1,2016,30.26476,-97.74678
"2481",9900132739,370,17:12:00,2567,"Palmer Auditorium","24-Hour Kiosk (Austin B-cycle)",5,2014,30.25971,-97.75346
"2482",9900064262,440,13:12:00,2575,"Riverside @ S. Lamar","Walk Up",3,2015,30.26446,-97.75665
"2483",9900239491,970,09:12:00,2498,"Convention Center / 4th St. @ MetroRail","Annual Membership (Austin B-cycle)",9,2014,30.26483,-97.739
"2484",9900244672,970,13:12:00,2538,"Bullock Museum @ Congress & MLK","24-Hour Kiosk (Austin B-cycle)",9,2014,30.28039,-97.73809
"2485",15176816,966,21:47:46,2501,"5th & Bowie","Local365",NA,NA,30.2696,-97.75332
"2486",9900159730,161,20:12:00,2562,"San Jacinto & 8th Street","24-Hour Kiosk (Austin B-cycle)",6,2014,30.26912,-97.73986
"2487",14105267,647,13:23:23,2497,"Capitol Station / Congress & 11th","Walk Up",3,2017,30.2726,-97.74127
"2488",15119348,925,13:48:53,3660,"Medina & East 6th","Local365",NA,NA,30.26455,-97.73165
"2489",9900306271,709,10:12:57,2569,"East 11th St. & San Marcos","Walk Up",10,2015,30.26968,-97.73074
"2490",9900173333,362,09:12:00,2542,"Plaza Saltillo","Weekender",6,2015,30.26217,-97.72743
"2491",9900227402,907,17:12:00,2539,"Convention Center / 3rd & Trinity","Walk Up",8,2015,30.26426,-97.74023
"2492",9900011867,384,15:12:17,2575,"Riverside @ S. Lamar","Walk Up",1,2016,30.26446,-97.75665
"2493",9900323624,288,09:12:21,2499,"City Hall / Lavaca & 2nd","Local365",11,2015,30.26476,-97.74678
"2494",9125750,110,08:48:33,2566,"Pfluger Bridge @ W 2nd Street","Local30",3,2016,30.26717,-97.75484
"2495",11302115,165,18:02:13,2542,"Plaza Saltillo","Walk Up",8,2016,30.26217,-97.72743
"2496",14986272,560,17:19:01,2504,"South Congress & Elizabeth","Walk Up",5,2017,30.24891,-97.75019
"2497",9900016938,484,10:12:27,2550,"Republic Square @ Guadalupe & 4th St.","Walk Up",1,2016,30.26774,-97.74692
"2498",9900129429,19,14:12:00,NA,"Zilker Park at Barton Springs & William Barton Drive","24-Hour Kiosk (Austin B-cycle)",5,2014,NA,NA
"2499",9900214620,344,12:12:00,2566,"Pfluger Bridge @ W 2nd Street","7-Day Membership (Austin B-cycle)",8,2014,30.26717,-97.75484
"2500",14458493,133,17:21:45,3292,"East 4th & Chicon","Explorer",4,2017,30.25987,-97.72373
"2501",9900314260,447,18:12:00,2550,"Republic Square @ Guadalupe & 4th St.","24-Hour Kiosk (Austin B-cycle)",11,2014,30.26774,-97.74692
"2502",11968732,133,15:08:20,2499,"City Hall / Lavaca & 2nd","Local365",9,2016,30.26476,-97.74678
"2503",14343731,410,11:14:16,2498,"Convention Center / 4th St. @ MetroRail",NA,4,2017,30.26483,-97.739
"2504",9900083970,40,03:12:00,2499,"City Hall / Lavaca & 2nd","Walk Up",3,2015,30.26476,-97.74678
"2505",9900325468,660,14:12:17,2566,"Pfluger Bridge @ W 2nd Street","Local365",11,2015,30.26717,-97.75484
"2506",9900299636,479,11:12:19,2552,"3rd & West","Local365",10,2015,30.2678,-97.75189
"2507",9900172282,459,17:12:00,2550,"Republic Square @ Guadalupe & 4th St.","Local365",6,2015,30.26774,-97.74692
"2508",9900013368,546,11:12:16,2711,"Barton Springs @ Kinney Ave","Walk Up",1,2016,30.262,-97.76118
"2509",9900304178,680,12:12:05,2711,"Barton Springs @ Kinney Ave","Weekender",10,2015,30.262,-97.76118
"2510",11620663,420,12:39:37,2711,"Barton Springs @ Kinney Ave","Walk Up",8,2016,30.262,-97.76118
"2511",8672530,517,17:47:59,2576,"Rainey @ River St","Local365 ($80 plus tax)",2,2016,30.25802,-97.7391
"2512",9966135,84,16:47:46,2552,"3rd & West","Local365",5,2016,30.2678,-97.75189
"2513",9900285378,371,17:12:00,2571,"Red River & 8th Street","24-Hour Kiosk (Austin B-cycle)",10,2014,30.26854,-97.73646
"2514",9900133918,190,09:12:00,2499,"City Hall / Lavaca & 2nd","Annual Membership (Austin B-cycle)",5,2014,30.26476,-97.74678
"2515",9211045,127,14:52:29,2563,"Davis at Rainey Street","Walk Up",3,2016,30.26019,-97.73845
"2516",9900208817,262,21:12:00,2570,"South Congress & Academy","Walk Up",7,2015,30.25226,-97.74854
"2517",9900334536,252,11:12:00,2501,"5th & Bowie","24-Hour Kiosk (Austin B-cycle)",12,2013,30.2696,-97.75332
"2518",9900134411,306,12:12:00,2496,"8th & Congress","Annual Membership (Austin B-cycle)",5,2014,30.2698,-97.74186
"2519",15019838,262,12:55:50,2497,"Capitol Station / Congress & 11th","Walk Up",NA,NA,30.2726,-97.74127
"2520",12188032,554,19:16:10,2574,"Zilker Park","Walk Up",10,2016,30.2659,-97.76822
"2521",9900016876,272,16:12:01,2575,"Riverside @ S. Lamar","Annual Member",1,2016,30.26446,-97.75665
"2522",9900008944,52,17:12:00,NA,"Zilker Park at Barton Springs & William Barton Drive","Walk Up",1,2015,NA,NA
"2523",9900012240,956,18:12:12,2565,"Trinity & 6th Street","Local30",1,2016,30.26735,-97.73933
"2524",11019504,551,18:21:37,2566,"Pfluger Bridge @ W 2nd Street","Local365",7,2016,30.26717,-97.75484
"2525",9900199604,58,17:12:00,2538,"Bullock Museum @ Congress & MLK","Walk Up",7,2015,30.28039,-97.73809
"2526",9900287301,247,10:12:00,NA,"Convention Center/ 3rd & Trinity","24-Hour Kiosk (Austin B-cycle)",10,2014,NA,NA
"2527",9900085497,275,11:12:00,2538,"Bullock Museum @ Congress & MLK","Walk Up",3,2015,30.28039,-97.73809
"2528",9900201032,101,22:12:00,2550,"Republic Square @ Guadalupe & 4th St.","Walk Up",7,2015,30.26774,-97.74692
"2529",12898416,996,15:40:19,2539,"Convention Center / 3rd & Trinity","Walk Up",11,2016,30.26426,-97.74023
"2530",9900286028,88,16:12:00,2707,"Rainey St @ Cummings","24-Hour Kiosk (Austin B-cycle)",10,2014,30.25579,-97.73982
"2531",13709066,275,17:44:55,2503,"South Congress & James","Walk Up",2,2017,30.25103,-97.74926
"2532",9900085649,930,13:12:00,2568,"East 11th St. at Victory Grill","Walk Up",3,2015,30.26896,-97.72843
"2533",10216918,107,13:09:31,2536,"Waller & 6th St.","Weekender",5,2016,30.26461,-97.73049
"2534",14622057,965,09:05:15,2574,"Zilker Park",NA,4,2017,30.2659,-97.76822
"2535",10004731,951,17:03:52,2575,"Riverside @ S. Lamar","Walk Up",5,2016,30.26446,-97.75665
"2536",14304396,252,12:04:47,2574,"Zilker Park",NA,4,2017,30.2659,-97.76822
"2537",9900165879,298,20:12:00,2497,"Capitol Station / Congress & 11th","24-Hour Kiosk (Austin B-cycle)",6,2014,30.2726,-97.74127
"2538",9900074518,983,13:12:00,2539,"Convention Center / 3rd & Trinity","7-Day",3,2015,30.26426,-97.74023
"2539",9900270018,541,12:12:00,NA,"Convention Center/ 3rd & Trinity","ACL Weekend Pass Special (Austin B-cycle)",10,2014,NA,NA
"2540",9900315385,963,00:12:00,2571,"Red River & 8th Street","24-Hour Kiosk (Austin B-cycle)",11,2014,30.26854,-97.73646
"2541",8813938,522,10:07:20,2502,"Barton Springs & Riverside","Local365 ($80 plus tax)",2,2016,30.2587,-97.74872
"2542",9900047088,690,20:12:00,2565,"Trinity & 6th Street","24-Hour Kiosk (Austin B-cycle)",3,2014,30.26735,-97.73933
"2543",9900271041,15,21:12:00,2575,"Riverside @ S. Lamar","24-Hour Kiosk (Austin B-cycle)",10,2014,30.26446,-97.75665
"2544",9900309314,668,13:12:45,2550,"Republic Square @ Guadalupe & 4th St.","Walk Up",10,2015,30.26774,-97.74692
"2545",9900232606,930,18:12:00,2575,"Riverside @ S. Lamar","Walk Up",8,2015,30.26446,-97.75665
"2546",13782236,660,14:33:16,2497,"Capitol Station / Congress & 11th","Walk Up",2,2017,30.2726,-97.74127
"2547",9900267516,349,21:12:00,NA,"Zilker Park at Barton Springs & William Barton Drive","24-Hour Kiosk (Austin B-cycle)",10,2014,NA,NA
"2548",9900189309,200,11:12:00,2707,"Rainey St @ Cummings","24-Hour Kiosk (Austin B-cycle)",7,2014,30.25579,-97.73982
"2549",9900070021,37,17:12:00,2565,"Trinity & 6th Street","Walk Up",3,2015,30.26735,-97.73933
"2550",10763013,206,12:16:19,2501,"5th & Bowie","Founding Member",7,2016,30.2696,-97.75332
"2551",9169377,774,15:02:32,2550,"Republic Square @ Guadalupe & 4th St.","Walk Up",3,2016,30.26774,-97.74692
"2552",10305574,197,13:15:08,2538,"Bullock Museum @ Congress & MLK","Walk Up",6,2016,30.28039,-97.73809
"2553",15251150,95,09:58:52,2539,"Convention Center / 3rd & Trinity","Explorer",NA,NA,30.26426,-97.74023
"2554",9900321238,370,12:12:00,2549,"Long Center @ South 1st & Riverside","24-Hour Kiosk (Austin B-cycle)",11,2014,30.25941,-97.74971
"2555",11241739,395,08:47:14,3390,"Brazos & 6th","Walk Up",8,2016,30.26754,-97.74154
"2556",9900234938,208,19:12:00,2495,"4th & Congress","Walk Up",8,2015,30.26634,-97.74378
"2557",9900196330,625,20:12:00,2499,"City Hall / Lavaca & 2nd","Annual Membership (Austin B-cycle)",7,2014,30.26476,-97.74678
"2558",9900302566,902,15:12:39,2496,"8th & Congress","Walk Up",10,2015,30.2698,-97.74186
"2559",9101144,412,18:11:39,2564,"5th & San Marcos","Local30",3,2016,30.26416,-97.73289
"2560",9900285213,922,15:12:00,2544,"East 6th & Pedernales St.","24-Hour Kiosk (Austin B-cycle)",10,2014,30.25895,-97.71475
"2561",9900076259,190,10:12:00,2566,"Pfluger Bridge @ W 2nd Street","Local30",3,2015,30.26717,-97.75484
"2562",9900012318,685,18:12:27,2494,"2nd & Congress","Local365",1,2016,30.26408,-97.74355
"2563",9900328316,195,08:12:39,2566,"Pfluger Bridge @ W 2nd Street","Local365",11,2015,30.26717,-97.75484
"2564",9900321146,382,09:12:00,NA,"Zilker Park at Barton Springs & William Barton Drive","24-Hour Kiosk (Austin B-cycle)",11,2014,NA,NA
"2565",12577532,212,09:27:54,2546,"ACC - West & 12th Street","Walk Up",10,2016,30.27624,-97.74831
"2566",9900103478,925,17:12:00,2494,"2nd & Congress","24-Hour Kiosk (Austin B-cycle)",4,2014,30.26408,-97.74355
"2567",13501556,393,12:10:57,3513,"South Congress & Barton Springs at the Austin American-Statesman","Weekender",1,2017,30.25839,-97.74592
"2568",9900066214,397,16:12:00,2707,"Rainey St @ Cummings","Walk Up",3,2015,30.25579,-97.73982
"2569",12508955,874,16:05:59,2575,"Riverside @ S. Lamar","Walk Up",10,2016,30.26446,-97.75665
"2570",14549620,789,11:49:25,2539,"Convention Center / 3rd & Trinity","Walk Up",4,2017,30.26426,-97.74023
"2571",9900307417,968,09:12:05,2547,"Guadalupe & 21st","Local365",10,2015,30.28395,-97.74198
"2572",13704628,956,11:34:32,2707,"Rainey St @ Cummings","Walk Up",2,2017,30.25579,-97.73982
"2573",9900092096,432,19:12:00,2542,"Plaza Saltillo","Walk Up",3,2015,30.26217,-97.72743
"2574",9900071030,100,01:12:00,2565,"Trinity & 6th Street","Walk Up",3,2015,30.26735,-97.73933
"2575",9900270629,NA,16:12:00,2575,"Riverside @ S. Lamar","24-Hour Kiosk (Austin B-cycle)",10,2014,30.26446,-97.75665
"2576",9900023672,829,17:12:00,2545,"ACC - Rio Grande & 12th","24-Hour Kiosk (Austin B-cycle)",2,2014,30.27595,-97.74739
"2577",9900000348,281,16:12:00,2499,"City Hall / Lavaca & 2nd","24-Hour Kiosk (Austin B-cycle)",1,2014,30.26476,-97.74678
"2578",10678650,751,09:46:23,2575,"Riverside @ S. Lamar","Local30",6,2016,30.26446,-97.75665
"2579",11415425,578,09:24:31,2566,"Pfluger Bridge @ W 2nd Street","Walk Up",8,2016,30.26717,-97.75484
"2580",9896218,554,16:17:09,2498,"Convention Center / 4th St. @ MetroRail","Walk Up",5,2016,30.26483,-97.739
"2581",8789616,911,08:50:39,2499,"City Hall / Lavaca & 2nd","Local365 ($80 plus tax)",2,2016,30.26476,-97.74678
"2582",9900290637,540,11:12:38,2549,"Long Center @ South 1st & Riverside","Walk Up",10,2015,30.25941,-97.74971
"2583",14026690,572,09:00:25,2569,"East 11th St. & San Marcos","Walk Up",3,2017,30.26968,-97.73074
"2584",15545728,669,12:31:57,2575,"Riverside @ S. Lamar","Explorer",NA,NA,30.26446,-97.75665
"2585",9900234904,321,19:12:00,2496,"8th & Congress","Walk Up",8,2015,30.2698,-97.74186
"2586",9900068562,62,10:12:00,2711,"Barton Springs @ Kinney Ave","Walk Up",3,2015,30.262,-97.76118
"2587",9900120713,191,20:12:00,2496,"8th & Congress","Walk Up",4,2015,30.2698,-97.74186
"2588",9900107222,962,16:12:00,2503,"South Congress & James","24-Hour Kiosk (Austin B-cycle)",4,2014,30.25103,-97.74926
"2589",9900179982,875,17:12:00,2552,"3rd & West","Local365",6,2015,30.2678,-97.75189
"2590",9900074742,284,15:12:00,2504,"South Congress & Elizabeth","Walk Up",3,2015,30.24891,-97.75019
"2591",10402629,334,10:23:27,2503,"South Congress & James","Weekender",6,2016,30.25103,-97.74926
"2592",9900249382,507,11:12:00,2503,"South Congress & James","24-Hour Kiosk (Austin B-cycle)",9,2014,30.25103,-97.74926
"2593",14515803,140,12:46:26,2572,"Barton Springs Pool","Walk Up",4,2017,30.26452,-97.7712
"2594",13465175,188,18:17:34,3619,"6th & Congress","Local30",1,2017,30.26822,-97.74285
"2595",9900072330,341,15:12:00,2499,"City Hall / Lavaca & 2nd","Walk Up",3,2015,30.26476,-97.74678
"2596",8753510,878,17:10:15,2572,"Barton Springs Pool","Walk Up",2,2016,30.26452,-97.7712
"2597",8375991,104,17:37:44,2567,"Palmer Auditorium","Walk Up",1,2016,30.25971,-97.75346
"2598",10746324,650,00:24:14,2502,"Barton Springs & Riverside","Walk Up",7,2016,30.2587,-97.74872
"2599",14755292,849,17:02:20,3377,"MoPac Pedestrian Bridge @ Veterans Drive","Local365",5,2017,30.27466,-97.77028
"2600",13329451,545,17:47:19,3293,"East 2nd & Pedernales","Walk Up",1,2017,30.25542,-97.71665
"2601",14771556,523,11:48:35,2823,"Capital Metro HQ - East 5th at Broadway","Local365",5,2017,30.2563,-97.71007
"2602",9900304364,670,19:12:10,2564,"5th & San Marcos","Local365",10,2015,30.26416,-97.73289
